Season,Name,Team,BABIP,PA,GB,LD,FB,IFFB,GB/FB,HR/FB,O-Swing (pfx),Z-Swing (pfx),Swing (pfx),O-Contact (pfx),Z-Contact (pfx),Contact (pfx),Zone (pfx),playerid
2007,Carlos Quentin,Diamondbacks,.253,263,43.0 ,16.2 ,40.8 ,15.1 ,1.05,6.8 ,28.2 ,69.1 ,49.1 ,36.4 ,78.6 ,66.7 ,50.9 ,6274
2011,Jose Altuve,Astros,.309,234,50.0 ,20.4 ,29.6 ,9.1 ,1.69,3.6 ,41.3 ,67.6 ,55.0 ,72.4 ,96.1 ,87.5 ,51.8 ,5417
2004,Javier Valentin,Reds,.253,222,35.3 ,24.0 ,40.7 ,2.9 ,0.87,8.8 , , , , , , , ,759
2003,Mike Matheny,Cardinals,.290,498,40.2 ,23.3 ,36.6 ,15.9 ,1.10,6.1 , , , , , , , ,1169
2011,Brendan Ryan,Mariners,.299,494,44.9 ,20.2 ,34.9 ,15.4 ,1.28,2.4 ,25.8 ,62.7 ,44.5 ,54.0 ,90.4 ,80.0 ,50.6 ,6073
2010,Aaron Rowand,Giants,.263,357,48.4 ,14.7 ,36.8 ,6.3 ,1.32,11.6 ,37.5 ,65.2 ,51.2 ,60.5 ,85.9 ,76.5 ,49.5 ,254
2005,Johnny Estrada,Braves,.280,383,35.4 ,26.4 ,38.2 ,7.3 ,0.93,3.3 , , , , , , , ,955
2011,Fred Lewis,Reds,.273,210,61.4 ,13.8 ,24.8 ,5.6 ,2.47,8.3 ,24.8 ,60.4 ,41.9 ,71.2 ,92.4 ,85.9 ,48.2 ,4693
2009,Eric Byrnes,Diamondbacks,.227,258,39.8 ,15.2 ,45.0 ,25.3 ,0.88,8.4 ,34.7 ,64.6 ,49.0 ,81.1 ,90.4 ,87.0 ,47.9 ,905
2012,Ryan Roberts,- - -,.267,489,38.5 ,18.5 ,43.0 ,9.9 ,0.89,7.9 ,26.9 ,62.0 ,45.1 ,60.9 ,89.4 ,81.2 ,52.0 ,5653
2006,Carl Everett,Mariners,.243,343,37.4 ,16.1 ,46.5 ,7.6 ,0.81,9.3 , , , , , , , ,1249
2002,Javy Lopez,Braves,.253,385,52.1 ,19.4 ,28.5 ,15.9 ,1.83,13.4 , , , , , , , ,103
2003,Jack Wilson,Pirates,.279,615,42.6 ,23.7 ,33.6 ,13.1 ,1.27,5.6 , , , , , , , ,1017
2010,Cristian Guzman,- - -,.315,396,51.5 ,19.1 ,29.4 ,5.7 ,1.75,2.3 ,31.9 ,57.9 ,44.3 ,73.0 ,90.4 ,83.8 ,47.7 ,728
2004,Alex Gonzalez,Marlins,.257,599,32.9 ,16.4 ,50.7 ,15.2 ,0.65,10.6 , , , , , , , ,520
2007,Todd Linden,- - -,.355,204,47.6 ,17.7 ,34.7 ,2.3 ,1.37,2.3 ,33.3 ,55.2 ,44.8 ,51.7 ,88.7 ,75.6 ,52.5 ,1803
2008,Bobby Crosby,Athletics,.275,605,47.8 ,15.9 ,36.2 ,17.5 ,1.32,4.2 ,25.2 ,60.4 ,43.4 ,64.1 ,87.1 ,80.6 ,51.7 ,1818
2002,Deivi Cruz,Padres,.282,547,47.0 ,20.9 ,32.2 ,10.1 ,1.46,4.7 , , , , , , , ,1025
2003,Mark McLemore,Mariners,.293,352,41.3 ,25.8 ,32.9 ,8.9 ,1.25,2.5 , , , , , , , ,1088
2012,Alexi Amarista,- - -,.265,300,50.4 ,19.4 ,30.2 ,8.6 ,1.67,7.1 ,39.3 ,62.8 ,50.5 ,76.9 ,85.8 ,82.2 ,47.8 ,9063
2006,Jason Kubel,Twins,.268,235,48.6 ,20.6 ,30.9 ,3.7 ,1.57,14.8 , , , , , , , ,2161
2012,Justin Smoak,Mariners,.242,535,39.6 ,18.2 ,42.2 ,14.6 ,0.94,12.0 ,27.0 ,60.7 ,42.7 ,61.2 ,88.5 ,79.3 ,46.4 ,9054
2010,Scott Hairston,Padres,.236,336,34.1 ,14.8 ,51.1 ,20.5 ,0.67,8.5 ,26.0 ,62.2 ,44.0 ,60.3 ,83.3 ,76.5 ,49.9 ,1926
2010,Nyjer Morgan,Nationals,.304,577,52.7 ,21.9 ,25.4 ,11.1 ,2.07,0.0 ,31.0 ,55.7 ,43.7 ,74.2 ,89.2 ,84.0 ,51.5 ,4885
2008,Wes Helms,Marlins,.301,278,41.9 ,20.4 ,37.7 ,4.2 ,1.11,6.9 ,27.7 ,63.0 ,45.7 ,56.1 ,88.0 ,78.5 ,51.0 ,94
2005,Pablo Ozuna,White Sox,.316,217,72.8 ,15.2 ,12.0 ,21.1 ,6.05,0.0 , , , , , , , ,1469
2007,Nook Logan,Nationals,.358,350,55.6 ,18.5 ,25.9 ,3.6 ,2.14,0.0 ,32.2 ,65.4 ,49.5 ,45.7 ,84.3 ,72.3 ,52.2 ,2076
2003,Al Martin,Devil Rays,.308,258,47.9 ,21.3 ,30.9 ,15.5 ,1.55,5.2 , , , , , , , ,1167
2004,Craig Counsell,Brewers,.290,551,46.7 ,23.0 ,30.3 ,16.5 ,1.54,1.7 , , , , , , , ,52
2003,Coco Crisp,Indians,.295,447,47.8 ,20.8 ,31.5 ,7.5 ,1.52,2.8 , , , , , , , ,1572
2012,Brennan Boesch,Tigers,.284,503,49.7 ,16.0 ,34.2 ,9.5 ,1.45,9.5 ,40.2 ,66.7 ,52.2 ,67.8 ,89.8 ,80.6 ,45.4 ,914
2005,Jose Lopez,Mariners,.273,203,40.7 ,18.6 ,40.7 ,19.1 ,1.00,2.9 , , , , , , , ,3114
2005,Jack Wilson,Pirates,.272,639,46.5 ,19.5 ,34.0 ,14.8 ,1.37,4.5 , , , , , , , ,1017
2008,Jeff Francoeur,Braves,.274,653,44.9 ,20.7 ,34.3 ,11.8 ,1.31,6.5 ,40.5 ,72.8 ,54.8 ,64.8 ,85.2 ,76.8 ,44.4 ,4792
2012,Mike Aviles,Red Sox,.269,546,41.1 ,19.3 ,39.5 ,14.4 ,1.04,7.5 ,32.3 ,63.2 ,48.0 ,71.3 ,90.5 ,84.1 ,50.9 ,5986
2007,Damian Miller,Brewers,.274,206,48.0 ,15.3 ,36.7 ,9.1 ,1.31,7.3 ,25.6 ,65.7 ,46.3 ,42.9 ,85.2 ,73.9 ,51.6 ,65
2008,Shannon Stewart,Blue Jays,.259,200,52.2 ,22.0 ,25.8 ,7.3 ,2.02,2.4 ,22.2 ,60.1 ,42.8 ,69.1 ,93.6 ,87.9 ,54.4 ,1322
2012,Darwin Barney,Cubs,.273,588,47.9 ,22.2 ,29.9 ,6.8 ,1.60,4.8 ,31.1 ,62.0 ,47.5 ,82.9 ,94.9 ,91.2 ,53.3 ,2430
2003,Miguel Cairo,Cardinals,.253,290,39.2 ,20.3 ,40.5 ,12.5 ,0.97,5.2 , , , , , , , ,1412
2004,Jose Castillo,Pirates,.316,414,59.0 ,16.7 ,24.2 ,5.6 ,2.44,11.3 , , , , , , , ,1866
2011,Mike Cameron,- - -,.228,269,30.3 ,21.9 ,47.8 ,11.8 ,0.64,10.6 ,18.2 ,59.6 ,39.8 ,60.4 ,85.6 ,80.1 ,52.1 ,1070
2007,Craig Counsell,Brewers,.252,334,46.3 ,15.3 ,38.4 ,12.5 ,1.20,3.4 ,21.8 ,61.6 ,41.8 ,62.3 ,90.1 ,82.8 ,50.2 ,52
2011,Kevin Kouzmanoff,- - -,.258,257,53.9 ,17.1 ,29.0 ,5.4 ,1.86,12.5 ,31.0 ,72.6 ,53.7 ,48.4 ,86.5 ,76.5 ,54.6 ,5995
2009,Alex Cora,Mets,.276,308,46.7 ,20.2 ,33.1 ,13.8 ,1.41,1.3 ,25.0 ,52.9 ,39.9 ,86.6 ,97.1 ,94.0 ,53.2 ,1386
2002,Aramis Ramirez,Pirates,.248,570,37.0 ,20.1 ,42.9 ,14.9 ,0.86,9.6 , , , , , , , ,1002
2002,Jose Guillen,- - -,.258,259,52.8 ,17.4 ,29.7 ,6.9 ,1.78,13.8 , , , , , , , ,57
2007,David Ross,Reds,.225,348,33.8 ,18.5 ,47.7 ,19.4 ,0.71,16.5 ,27.4 ,57.5 ,41.3 ,56.7 ,90.7 ,78.6 ,46.2 ,1551
2009,Joe Thurston,Cardinals,.280,307,45.0 ,25.0 ,30.0 ,25.0 ,1.50,1.7 ,28.5 ,64.4 ,45.4 ,59.6 ,89.2 ,79.4 ,47.1 ,673
2002,Sean Burroughs,Padres,.317,206,53.8 ,18.8 ,27.5 ,2.3 ,1.95,2.3 , , , , , , , ,1021
2005,Adam Everett,Astros,.285,595,38.6 ,19.6 ,41.8 ,15.7 ,0.92,5.9 , , , , , , , ,1430
2003,Kelly Stinnett,- - -,.311,207,36.3 ,19.3 ,44.4 ,13.3 ,0.82,5.0 , , , , , , , ,356
2004,Robby Hammock,Diamondbacks,.281,210,40.4 ,17.9 ,41.7 ,6.2 ,0.97,6.2 , , , , , , , ,1686
2012,Juan Rivera,Dodgers,.245,339,49.1 ,17.0 ,33.9 ,16.7 ,1.45,9.4 ,31.2 ,63.6 ,46.7 ,70.3 ,92.6 ,84.8 ,47.9 ,843
2012,Maicer Izturis,Angels,.289,319,47.4 ,22.9 ,29.7 ,17.6 ,1.59,2.7 ,26.2 ,53.7 ,40.9 ,78.0 ,94.6 ,89.6 ,53.3 ,2437
2005,Larry Bigbie,- - -,.297,304,54.9 ,18.9 ,26.2 ,1.9 ,2.09,9.3 , , , , , , , ,128
2010,Erick Aybar,Angels,.289,589,48.7 ,15.3 ,36.1 ,9.4 ,1.35,3.4 ,33.5 ,57.9 ,46.5 ,78.0 ,92.2 ,87.4 ,53.3 ,4082
2003,Darin Erstad,Angels,.282,284,48.9 ,24.2 ,26.9 ,13.6 ,1.81,6.8 , , , , , , , ,11
2007,Julio Lugo,Red Sox,.262,630,46.4 ,16.7 ,36.8 ,11.4 ,1.26,4.5 ,26.6 ,55.8 ,41.6 ,77.1 ,88.5 ,84.9 ,51.2 ,565
2005,Juan Castro,Twins,.283,292,50.2 ,18.8 ,31.0 ,14.1 ,1.62,7.0 , , , , , , , ,315
2009,Jack Wilson,- - -,.279,402,41.8 ,16.4 ,41.8 ,20.0 ,1.00,3.7 ,34.7 ,62.6 ,49.9 ,77.5 ,90.3 ,86.3 ,54.4 ,1017
2002,Chad Hermansen,- - -,.277,265,32.9 ,18.4 ,48.7 ,17.6 ,0.68,10.8 , , , , , , , ,991
2010,Ryan Theriot,- - -,.305,640,54.1 ,19.6 ,26.3 ,4.6 ,2.06,1.5 ,24.7 ,58.5 ,42.5 ,78.1 ,94.7 ,90.1 ,52.5 ,3811
2003,Todd Greene,Rangers,.248,210,30.8 ,23.9 ,45.3 ,19.4 ,0.68,13.9 , , , , , , , ,1450
2002,Charles Johnson,Marlins,.260,280,45.2 ,18.6 ,36.2 ,17.6 ,1.25,8.8 , , , , , , , ,523
2005,Kaz Matsui,Mets,.289,295,50.9 ,22.5 ,26.6 ,13.6 ,1.92,5.1 , , , , , , , ,1854
2003,Denny Hocking,Twins,.278,209,50.0 ,20.4 ,29.6 ,0.0 ,1.69,6.7 , , , , , , , ,730
2008,Cesar Izturis,Cardinals,.278,454,46.6 ,22.3 ,31.2 ,13.4 ,1.50,0.8 ,26.1 ,63.1 ,45.5 ,82.0 ,96.4 ,92.5 ,52.6 ,656
2010,Milton Bradley,Mariners,.258,278,37.1 ,18.0 ,44.9 ,14.7 ,0.83,10.7 ,25.9 ,65.7 ,45.3 ,56.9 ,81.0 ,74.0 ,48.8 ,369
2003,Willie Bloomquist,Mariners,.304,220,48.7 ,21.5 ,29.7 ,10.6 ,1.64,2.1 , , , , , , , ,1066
2005,Geoff Blum,- - -,.247,351,39.9 ,21.0 ,39.1 ,11.1 ,1.02,5.6 , , , , , , , ,550
2003,Ben Davis,Mariners,.284,269,45.2 ,25.5 ,29.3 ,10.9 ,1.55,10.9 , , , , , , , ,1074
2002,Travis Fryman,Indians,.247,439,46.5 ,20.4 ,33.1 ,5.8 ,1.40,10.6 , , , , , , , ,385
2003,Brent Mayne,Royals,.274,414,45.1 ,23.5 ,31.4 ,10.1 ,1.43,6.1 , , , , , , , ,614
2011,Brad Hawpe,Padres,.331,216,43.0 ,21.1 ,35.9 ,2.2 ,1.20,8.7 ,27.1 ,65.7 ,44.7 ,62.8 ,74.2 ,70.4 ,45.7 ,1885
2005,Maicer Izturis,Angels,.271,210,44.4 ,20.7 ,34.9 ,6.8 ,1.27,1.7 , , , , , , , ,2437
2006,Geoff Blum,Padres,.293,299,36.0 ,23.2 ,40.8 ,16.1 ,0.88,4.3 , , , , , , , ,550
2007,Miguel Olivo,Marlins,.290,469,42.7 ,17.1 ,40.2 ,16.7 ,1.06,12.1 ,49.1 ,65.5 ,56.6 ,47.7 ,82.1 ,65.8 ,45.3 ,1638
2011,Josh Harrison,Pirates,.304,204,44.6 ,17.3 ,38.1 ,3.1 ,1.17,1.6 ,34.4 ,64.6 ,50.7 ,76.4 ,88.5 ,84.8 ,54.2 ,8202
2012,Brandon Inge,- - -,.266,331,40.5 ,22.3 ,37.2 ,10.0 ,1.09,15.0 ,26.7 ,57.8 ,42.9 ,46.6 ,84.0 ,72.9 ,52.3 ,470
2010,Clint Barmes,Rockies,.263,432,29.9 ,21.2 ,48.9 ,15.3 ,0.61,5.1 ,35.9 ,62.0 ,48.8 ,73.7 ,87.9 ,82.6 ,49.4 ,1830
2012,Jeff Francoeur,Royals,.272,603,45.0 ,21.3 ,33.7 ,10.7 ,1.34,10.7 ,39.7 ,68.8 ,52.8 ,72.4 ,85.8 ,80.3 ,45.0 ,4792
2011,Vernon Wells,Angels,.214,529,39.6 ,12.3 ,48.1 ,18.2 ,0.82,12.3 ,32.3 ,66.8 ,50.2 ,59.3 ,90.4 ,80.8 ,51.9 ,1326
2009,Alberto Gonzalez,Nationals,.283,316,42.8 ,23.0 ,34.2 ,8.7 ,1.25,1.1 ,33.2 ,60.7 ,47.9 ,81.0 ,94.8 ,90.3 ,53.2 ,4906
2005,Yadier Molina,Cardinals,.254,421,51.1 ,18.5 ,30.3 ,10.2 ,1.69,7.4 , , , , , , , ,7007
2002,Abraham Nunez,Pirates,.274,286,59.4 ,16.8 ,23.8 ,18.8 ,2.50,4.2 , , , , , , , ,1420
2009,Jody Gerut,- - -,.239,298,47.0 ,19.2 ,33.8 ,12.7 ,1.39,11.4 ,25.9 ,60.8 ,42.8 ,68.6 ,91.9 ,84.6 ,48.3 ,1696
2003,Ron Calloway,Expos,.283,369,56.5 ,21.9 ,21.5 ,3.6 ,2.63,16.1 , , , , , , , ,1649
2005,Jamey Carroll,Nationals,.303,358,53.5 ,25.7 ,20.8 ,9.8 ,2.57,0.0 , , , , , , , ,1591
2011,Gordon Beckham,White Sox,.276,557,39.5 ,20.3 ,40.3 ,21.0 ,0.98,6.4 ,32.0 ,68.1 ,50.8 ,67.4 ,84.2 ,79.1 ,52.1 ,9015
2006,Royce Clayton,- - -,.308,502,53.0 ,19.6 ,27.4 ,7.8 ,1.93,2.0 , , , , , , , ,226
2009,Gerald Laird,Tigers,.258,477,41.5 ,14.0 ,44.5 ,14.1 ,0.93,2.7 ,23.3 ,64.2 ,44.8 ,68.3 ,90.3 ,84.9 ,52.6 ,1698
2005,Mike Edwards,Dodgers,.277,258,52.2 ,23.4 ,24.4 ,10.0 ,2.14,6.0 , , , , , , , ,1850
2007,Emil Brown,Royals,.298,397,44.2 ,16.6 ,39.2 ,13.6 ,1.13,5.1 ,26.3 ,67.0 ,46.2 ,55.3 ,85.0 ,76.4 ,48.9 ,1197
2002,Denny Hocking,Twins,.288,294,45.0 ,20.6 ,34.4 ,8.0 ,1.31,2.7 , , , , , , , ,730
2002,Jack Wilson,Pirates,.287,586,45.7 ,17.5 ,36.8 ,13.8 ,1.24,2.5 , , , , , , , ,1017
2002,Jose Ortiz,Rockies,.288,215,44.1 ,21.7 ,34.2 ,16.4 ,1.29,1.8 , , , , , , , ,442
2010,Trevor Crowe,Indians,.297,479,52.9 ,18.0 ,29.1 ,9.5 ,1.82,1.9 ,30.7 ,54.2 ,43.2 ,75.4 ,90.1 ,85.2 ,53.3 ,3402
2007,Reed Johnson,Blue Jays,.290,307,46.9 ,19.0 ,34.1 ,12.5 ,1.38,2.8 ,37.9 ,56.0 ,47.4 ,69.2 ,86.3 ,79.8 ,52.7 ,1702
2003,Miguel Olivo,White Sox,.296,346,42.0 ,24.2 ,33.8 ,19.2 ,1.24,7.7 , , , , , , , ,1638
2008,Esteban German,Royals,.299,242,52.9 ,21.5 ,25.6 ,2.3 ,2.07,0.0 ,21.3 ,55.5 ,40.6 ,69.7 ,91.3 ,86.3 ,56.2 ,1449
2010,Don Kelly,Tigers,.259,251,32.0 ,19.3 ,48.7 ,12.5 ,0.66,9.4 ,32.4 ,67.1 ,49.7 ,73.7 ,88.9 ,83.9 ,50.0 ,2216
2006,Jason LaRue,Reds,.218,230,43.6 ,20.0 ,36.4 ,7.8 ,1.20,15.7 , , , , , , , ,337
2005,Nick Punto,Twins,.294,439,50.9 ,21.5 ,27.6 ,11.1 ,1.84,4.9 , , , , , , , ,1429
2012,Yunel Escobar,Blue Jays,.273,608,56.3 ,18.7 ,25.1 ,4.1 ,2.25,7.4 ,25.4 ,63.5 ,44.8 ,60.2 ,93.4 ,84.1 ,50.9 ,4191
2003,Tony Batista,Orioles,.240,670,32.5 ,20.7 ,46.7 ,20.4 ,0.70,10.4 , , , , , , , ,124
2006,Brian Anderson,White Sox,.274,405,43.8 ,20.8 ,35.4 ,12.4 ,1.24,8.2 , , , , , , , ,6144
2010,Luis Castillo,Mets,.259,299,70.4 ,14.4 ,15.3 ,0.0 ,4.61,0.0 ,15.5 ,47.9 ,32.2 ,93.3 ,94.6 ,94.3 ,51.6 ,513
2012,John Buck,Marlins,.235,398,42.7 ,17.4 ,39.8 ,8.3 ,1.07,12.5 ,26.7 ,61.4 ,44.2 ,55.3 ,80.9 ,73.2 ,50.4 ,2041
2012,Jose Molina,Rays,.262,274,52.1 ,18.4 ,29.5 ,17.9 ,1.77,14.3 ,36.1 ,67.1 ,51.8 ,62.8 ,88.5 ,79.7 ,50.8 ,25
2012,Brandon Crawford,Giants,.307,476,47.2 ,22.7 ,30.1 ,13.7 ,1.57,3.9 ,33.4 ,66.2 ,49.0 ,58.8 ,86.0 ,76.2 ,47.4 ,5343
2011,Magglio Ordonez,Tigers,.275,357,48.6 ,25.0 ,26.4 ,9.1 ,1.84,6.5 ,28.0 ,74.6 ,52.0 ,67.3 ,94.5 ,87.4 ,51.6 ,248
2006,Jose Guillen,Nationals,.228,268,40.9 ,14.1 ,44.9 ,6.7 ,0.91,10.1 , , , , , , , ,57
2004,Dee Brown,Royals,.317,209,45.9 ,17.8 ,36.3 ,15.1 ,1.26,7.5 , , , , , , , ,593
2008,Eric Byrnes,Diamondbacks,.226,224,38.8 ,18.8 ,42.4 ,22.2 ,0.92,8.3 ,27.1 ,65.0 ,45.4 ,73.8 ,84.9 ,81.5 ,48.2 ,905
2003,Michael Barrett,Expos,.206,252,48.1 ,16.9 ,34.9 ,7.6 ,1.38,15.2 , , , , , , , ,762
2007,Jamey Carroll,Rockies,.253,268,43.5 ,24.9 ,31.6 ,6.6 ,1.38,3.3 ,21.3 ,54.1 ,38.0 ,78.4 ,96.9 ,91.9 ,51.0 ,1591
2006,Willie Bloomquist,Mariners,.288,283,46.4 ,16.9 ,36.7 ,10.5 ,1.26,1.3 , , , , , , , ,1066
2003,Shawn Wooten,Angels,.265,300,39.6 ,22.2 ,38.3 ,20.5 ,1.03,8.0 , , , , , , , ,43
2008,Jay Payton,Orioles,.270,364,44.9 ,19.4 ,35.7 ,16.8 ,1.26,6.9 ,34.0 ,65.5 ,50.7 ,71.7 ,91.8 ,85.5 ,52.8 ,890
2012,Casey McGehee,- - -,.248,352,51.0 ,15.5 ,33.5 ,9.5 ,1.52,10.7 ,22.4 ,58.5 ,40.7 ,64.1 ,86.5 ,80.4 ,50.9 ,6086
2009,Adam Rosales,Reds,.246,266,44.6 ,15.6 ,39.8 ,12.2 ,1.12,5.4 ,25.9 ,59.8 ,43.0 ,50.8 ,90.2 ,78.5 ,50.7 ,9682
2002,Luis Alicea,Royals,.262,273,47.7 ,22.1 ,30.3 ,6.8 ,1.58,1.7 , , , , , , , ,584
2003,Paul Bako,Cubs,.303,213,46.0 ,22.3 ,31.7 ,15.9 ,1.45,0.0 , , , , , , , ,676
2010,Jake Fox,- - -,.252,211,39.3 ,12.7 ,48.0 ,11.1 ,0.82,9.7 ,45.4 ,74.0 ,58.1 ,49.7 ,82.4 ,68.2 ,44.4 ,6267
2003,Endy Chavez,Expos,.275,526,54.7 ,22.3 ,23.0 ,14.9 ,2.37,5.3 , , , , , , , ,768
2011,Jordan Schafer,- - -,.307,338,44.4 ,25.7 ,29.9 ,7.8 ,1.48,3.1 ,28.3 ,61.6 ,44.8 ,70.7 ,87.6 ,82.2 ,49.6 ,9883
2006,Brian Schneider,Nationals,.295,455,47.2 ,22.9 ,29.9 ,11.7 ,1.58,3.9 , , , , , , , ,795
2012,Ryan Theriot,Giants,.308,384,52.1 ,25.1 ,22.8 ,7.1 ,2.29,0.0 ,25.7 ,58.5 ,42.6 ,78.3 ,93.8 ,89.3 ,51.5 ,3811
2008,Melky Cabrera,Yankees,.271,453,46.5 ,18.6 ,34.9 ,15.3 ,1.33,6.5 ,29.2 ,61.0 ,45.1 ,73.2 ,95.1 ,88.0 ,50.0 ,4022
2011,Xavier Nady,Diamondbacks,.294,223,47.0 ,15.9 ,37.2 ,9.8 ,1.26,6.6 ,33.3 ,68.2 ,51.0 ,65.7 ,87.9 ,80.7 ,50.6 ,1658
2012,Jeff Baker,- - -,.297,201,47.9 ,26.8 ,25.4 ,2.8 ,1.89,11.1 ,30.6 ,66.0 ,48.2 ,60.0 ,89.7 ,80.2 ,49.6 ,2073
2006,Bobby Crosby,Athletics,.265,398,47.2 ,17.7 ,35.1 ,5.1 ,1.34,9.1 , , , , , , , ,1818
2009,Rod Barajas,Blue Jays,.229,460,29.2 ,14.2 ,56.7 ,13.2 ,0.51,9.3 ,38.2 ,67.9 ,53.1 ,73.5 ,87.7 ,82.6 ,50.2 ,45
2004,Juan Castro,Reds,.279,316,44.5 ,15.8 ,39.7 ,12.2 ,1.12,5.1 , , , , , , , ,315
2007,Marcus Giles,Padres,.273,476,43.5 ,20.3 ,36.2 ,4.1 ,1.20,3.3 ,26.8 ,68.3 ,48.4 ,60.0 ,86.0 ,79.1 ,52.0 ,89
2006,Joey Gathright,- - -,.289,445,66.9 ,16.2 ,16.9 ,17.0 ,3.96,2.1 , , , , , , , ,3913
2005,Yorvit Torrealba,- - -,.297,224,59.9 ,14.3 ,25.9 ,2.6 ,2.32,7.9 , , , , , , , ,1135
2005,Jose Molina,Angels,.263,203,49.6 ,19.7 ,30.7 ,19.0 ,1.62,14.3 , , , , , , , ,25
2012,Alexei Ramirez,White Sox,.290,621,46.4 ,19.8 ,33.7 ,12.6 ,1.38,5.1 ,40.8 ,66.5 ,53.1 ,72.5 ,93.1 ,84.8 ,47.8 ,5133
2003,Orlando Merced,Astros,.258,230,49.7 ,17.1 ,33.1 ,8.3 ,1.50,5.0 , , , , , , , ,1393
2009,Jack Hannahan,- - -,.275,301,40.1 ,18.3 ,41.6 ,8.5 ,0.96,4.9 ,22.8 ,59.6 ,41.7 ,54.4 ,86.6 ,78.0 ,51.2 ,3692
2007,Jose Lopez,Mariners,.268,561,45.7 ,17.0 ,37.4 ,16.9 ,1.22,6.4 ,36.0 ,63.2 ,49.9 ,75.9 ,91.4 ,85.9 ,51.2 ,3114
2005,Jason Phillips,Dodgers,.248,434,45.3 ,21.0 ,33.7 ,11.8 ,1.34,8.4 , , , , , , , ,892
2008,Brad Wilkerson,- - -,.274,309,47.2 ,15.6 ,37.2 ,13.5 ,1.27,5.4 ,24.1 ,57.1 ,40.9 ,68.0 ,81.8 ,77.8 ,50.9 ,804
2009,Ramon Vazquez,Pirates,.291,239,46.5 ,19.5 ,34.0 ,9.3 ,1.37,1.9 ,20.7 ,56.7 ,38.7 ,62.8 ,90.3 ,82.9 ,49.9 ,1058
2005,Nook Logan,Tigers,.305,356,53.6 ,17.3 ,29.1 ,11.6 ,1.84,1.4 , , , , , , , ,2076
2010,Ivan Rodriguez,Nationals,.307,421,61.0 ,18.2 ,20.8 ,8.6 ,2.93,5.7 ,42.9 ,69.4 ,55.6 ,70.5 ,88.4 ,81.2 ,47.9 ,1275
2007,Michael Barrett,- - -,.266,367,39.8 ,19.0 ,41.2 ,12.6 ,0.97,7.6 ,37.0 ,67.4 ,53.3 ,67.4 ,90.2 ,82.9 ,53.6 ,762
2005,Bret Boone,- - -,.255,360,39.8 ,19.2 ,41.0 ,9.3 ,0.97,6.5 , , , , , , , ,1067
2011,Mark Ellis,- - -,.280,519,45.9 ,17.3 ,36.8 ,11.4 ,1.25,4.7 ,32.9 ,58.4 ,46.0 ,71.9 ,92.5 ,85.4 ,51.5 ,1443
2009,Taylor Teagarden,Rangers,.314,218,42.3 ,17.1 ,40.7 ,6.0 ,1.04,12.0 ,30.4 ,61.5 ,46.6 ,48.1 ,70.4 ,63.5 ,52.2 ,5199
2009,Edgar Renteria,Giants,.281,510,48.1 ,21.0 ,30.9 ,9.9 ,1.55,4.1 ,27.5 ,61.9 ,44.5 ,75.4 ,89.4 ,85.0 ,49.5 ,1178
2008,Endy Chavez,Mets,.285,298,52.7 ,19.1 ,28.2 ,8.8 ,1.87,1.5 ,26.2 ,54.4 ,40.3 ,80.0 ,93.4 ,89.0 ,50.0 ,768
2010,Jonathan Lucroy,Brewers,.287,297,43.6 ,18.8 ,37.6 ,12.5 ,1.16,4.5 ,35.2 ,60.8 ,48.3 ,71.9 ,92.3 ,85.0 ,51.0 ,7870
2011,Luke Hughes,Twins,.282,317,41.6 ,20.8 ,37.6 ,10.5 ,1.11,9.2 ,30.2 ,63.7 ,47.0 ,61.5 ,85.1 ,77.5 ,50.2 ,4898
2002,Jeff Cirillo,Mariners,.273,547,40.1 ,18.9 ,41.1 ,13.4 ,0.98,3.5 , , , , , , , ,1073
2010,Nate McLouth,Braves,.221,288,40.4 ,15.8 ,43.7 ,11.3 ,0.93,7.5 ,19.2 ,58.6 ,39.3 ,68.8 ,92.4 ,86.8 ,51.1 ,3190
2008,Carlos Ruiz,Phillies,.237,373,54.3 ,16.8 ,28.9 ,9.9 ,1.88,4.9 ,15.3 ,54.4 ,36.3 ,77.0 ,94.4 ,91.1 ,53.7 ,2579
2003,Einar Diaz,Rangers,.272,361,40.8 ,24.7 ,34.4 ,18.4 ,1.18,3.9 , , , , , , , ,378
2004,Bill Hall,Brewers,.318,415,42.1 ,21.1 ,36.8 ,13.3 ,1.14,9.2 , , , , , , , ,1605
2002,Aaron Guiel,Royals,.291,269,44.0 ,25.3 ,30.8 ,10.7 ,1.43,7.1 , , , , , , , ,1503
2011,Alex Gonzalez,Braves,.285,593,37.9 ,19.9 ,42.2 ,17.8 ,0.90,8.1 ,40.2 ,67.9 ,53.8 ,66.8 ,87.4 ,79.6 ,49.1 ,520
2005,Desi Relaford,Rockies,.274,238,44.3 ,19.2 ,36.5 ,18.0 ,1.21,1.6 , , , , , , , ,1096
2004,Tim Salmon,Angels,.306,206,32.9 ,23.5 ,43.6 ,10.8 ,0.75,3.1 , , , , , , , ,32
2003,Jose Hernandez,- - -,.311,571,46.5 ,21.1 ,32.4 ,8.0 ,1.44,11.6 , , , , , , , ,688
2007,Royce Clayton,- - -,.326,216,50.7 ,20.8 ,28.5 ,9.8 ,1.78,2.4 ,31.2 ,66.7 ,49.8 ,43.3 ,84.2 ,72.0 ,52.4 ,226
